Similar_Facility_Unit_ID,Facility_Unit.ID,State,Facility_Name,Facility_ID,Unit_ID,Associated_Stacks,Year,Program_Code,Primary_Rep_Info,EPA_Region,NERC_Region,County,County_Code,FIPS_Code,Source_Category,Latitude,Longitude,Owner_Operator,SO2_Phase,NOx_Phase,Unit_Type,Primary_Fuel_Type,Secondary_Fuel_Type,SO2_Controls,NOx_Controls,PM_Controls,Hg_Controls,Commercial_Operation_Date,Operating_Status,Max_Hourly_HI_Rate,Associated_Generators_Capacity,Estimated_NameplateCapacity_MW,min_gen_MW,mean_gen_MW,max_gen_MW,avg_operating_time,non_zero_count,unique_day_hours,start_date,end_date,non_zero_count_CO2,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Total_Expected_Points,Time_Slots_Above_3,Reliability_Score_3,Reliability_Label,date_range,CF,mean_CO2_tons_MW_estimate,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW,Operation_Year,Age_of_Facility
56908_1A,55508_GT-2,CA,CalPeak Power - Panoche,55508,GT-2,,2013,ARP,"603980 (Ended Jan 08, 2013), 603991 (Started Jan 08, 2013)(Ended Jan 11, 2013), 606934 (Started Jan 11, 2013)",9,WECC,Fresno County,CA019,19,Electric Utility,36.6531,-120.5797,"CalPeak Power, LLC (Owner/Operator)|CalPeak Power, LLC (Owner/Operator)",Phase 2,,Combustion turbine,,,,,,,2001-09-01,Operating,,CPP2 (60.5),60.5,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,2001,23
56908_1A,55510_GT-2,CA,CalPeak Power - Border,55510,GT-2,,2013,ARP,"603980 (Ended Jan 08, 2013), 603991 (Started Jan 08, 2013)(Ended Jan 11, 2013), 606934 (Started Jan 11, 2013)",9,WECC,San Diego County,CA073,73,Electric Utility,32.5622,-116.9433,"CalPeak Power, LLC (Owner/Operator)|CalPeak Power, LLC (Owner/Operator)",Phase 2,,Combustion turbine,,,,,,,2001-09-01,Operating,,CPP4 (60.5),60.5,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,2001,23
56908_1A,55513_GT-2,CA,CalPeak Power - Enterprise,55513,GT-2,,2013,ARP,"603980 (Ended Jan 08, 2013), 603991 (Started Jan 08, 2013)(Ended Jan 11, 2013), 606934 (Started Jan 11, 2013)",9,,San Diego County,CA073,73,Electric Utility,33.1221,-117.117,"CalPeak Power, LLC (Owner/Operator)|CalPeak Power, LLC (Owner/Operator)",Phase 2,,Combustion turbine,,,,,,,2001-09-01,Operating,,CPP7 (58.9),58.9,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,2001,23
56908_1A,6074_1,MO,Greenwood Energy Center,6074,1,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,38.8615,-94.2982,KCP&L Greater Missouri Operations Company (Owner)|KCP&L Greater Missouri Operations Company (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1975-06-01,Operating,1010,GEC1 (58),58,0,11.2700367249946,68,0.852872110607043,9183,4676,2013-02-20,2023-12-30,0,,5.1721322049493,0.717356418562748,237.585581335062,8136,1174,14.4296951819076,Low,3965,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,6074_2,MO,Greenwood Energy Center,6074,2,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,38.8615,-94.2982,KCP&L Greater Missouri Operations Company (Owner)|KCP&L Greater Missouri Operations Company (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1975-06-01,Operating,1010,GEC2 (58),58,0,12.6734073486651,72,0.851050753370341,7500,4058,2013-01-13,2023-12-30,0,,5.85684984408731,0.776553651694182,291.95693272535,7824,969,12.3849693251534,Low,4003,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,6074_3,MO,Greenwood Energy Center,6074,3,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,38.8615,-94.2982,KCP&L Greater Missouri Operations Company (Owner)|KCP&L Greater Missouri Operations Company (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1977-06-01,Operating,1010,GEC3 (58),58,0,9.85766871165644,62,0.840944785276074,7265,3746,2013-01-13,2023-12-26,0,,5.6787268829696,0.588766755179377,256.832363871847,7704,930,12.0716510903427,Low,3999,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,6074_4,MO,Greenwood Energy Center,6074,4,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,38.8615,-94.2982,KCP&L Greater Missouri Operations Company (Owner)|KCP&L Greater Missouri Operations Company (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1979-06-01,Operating,1010,GEC4 (58),58,0,11.4562926224427,72,0.841639801611903,6400,3330,2013-02-13,2023-12-26,0,,5.38080803885492,0.642286690297094,256.985846249225,7392,844,11.4177489177489,Low,3968,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1979,45
56908_1A,612_GFM01,FL,Fort Myers,612,GFM01,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,GT1 (62),62,1,34.4825174825175,63,0.951398601398601,143,143,2013-01-05,2016-09-30,0,,7.71253295477591,7.32875826760168,500.161538461538,936,0,0,Low,1364,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM02,FL,Fort Myers,612,GFM02,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,GT2 (62),62,1,39.0535714285714,63,0.883928571428571,56,56,2013-01-27,2016-07-28,0,,4.67329675354367,4.89759102832527,337.380357142857,600,0,0,Low,1278,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM03,FL,Fort Myers,612,GFM03,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,3 (62),62,1,27.4239130434783,63,0.941847826086956,92,92,2013-01-27,2016-09-30,0,,6.9456995640111,3.43204122076893,359.113043478261,672,0,0,Low,1342,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM04,FL,Fort Myers,612,GFM04,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,4 (62),62,1,35.5963302752294,63,0.954220183486238,109,105,2013-01-06,2016-09-30,0,,7.47747422680412,6.54009687166726,501.888990825688,744,0,0,Low,1363,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM05,FL,Fort Myers,612,GFM05,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,5 (62),62,2,35.7605633802817,63,0.930845070422535,71,71,2013-01-06,2016-08-01,0,,7.00677432059866,5.39312283926305,472.225352112676,552,0,0,Low,1303,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM06,FL,Fort Myers,612,GFM06,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,6 (62),62,1,27.6489361702128,63,0.947127659574468,94,94,2013-01-06,2016-08-01,0,,7.13455175067334,6.3810392661145,371.807446808511,768,0,0,Low,1303,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM07,FL,Fort Myers,612,GFM07,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,7 (62),62,1,33.5251798561151,63,0.966834532374101,139,139,2013-01-13,2016-09-30,0,,7.58957081545064,7.18004335639835,478.861151079137,864,0,0,Low,1356,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM08,FL,Fort Myers,612,GFM08,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,8 (62),62,2,43.1777777777778,63,0.918444444444444,45,45,2013-01-13,2014-10-03,0,,6.61204323211529,6.23031394750386,537.971111111111,384,0,0,Low,628,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM09,FL,Fort Myers,612,GFM09,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,9 (62),62,1,35.4821428571429,63,0.96375,112,107,2013-02-19,2016-09-30,0,,7.75988928032209,6.15199910529553,518.992857142857,768,0,0,Low,1319,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM10,FL,Fort Myers,612,GFM10,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,G10 (62),62,1,35.6913580246914,63,0.940987654320988,81,78,2013-01-20,2016-08-01,0,,6.87090971982013,3.91098134168922,462.191358024691,576,0,0,Low,1289,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM11,FL,Fort Myers,612,GFM11,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,11 (62),62,1,35.5663716814159,63,0.956902654867257,113,109,2013-01-04,2016-09-30,0,,9.51604876835034,7.31766679699996,638.079646017699,792,0,0,Low,1365,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,612_GFM12,FL,Fort Myers,612,GFM12,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",606322,4,,Lee County,FL071,71,Electric Utility,26.6967,-81.7831,Florida Power & Light Company (Owner)|Florida Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-04-03,Operating,895,12 (62),62,1,32.4871794871795,63,0.946794871794872,78,74,2013-01-20,2016-08-01,0,,7.69779005524862,5.52671457649649,471.437179487179,600,0,0,Low,1289,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,6253_P30,WI,Germantown Power Plant,6253,P30,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-04-15,Operating,632,1 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P31,WI,Germantown Power Plant,6253,P31,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-04-03,Operating,632,1 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P32,WI,Germantown Power Plant,6253,P32,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-04-03,Operating,632,2 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P33,WI,Germantown Power Plant,6253,P33,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-03-21,Operating,632,2 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P34,WI,Germantown Power Plant,6253,P34,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-03-21,Operating,632,3 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P35,WI,Germantown Power Plant,6253,P35,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-03-21,Operating,632,3 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P36,WI,Germantown Power Plant,6253,P36,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-03-21,Operating,632,4 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6253_P37,WI,Germantown Power Plant,6253,P37,,2013,"CAIRNOX, CAIROS, CAIRSO2",605792,5,,Washington County,WI131,131,Electric Utility,43.1952,-88.1496,Wisconsin Electric Power Company (Owner)|Wisconsin Electric Power Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-03-21,Operating,632,4 (61.2),61.2,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,6258_1A,GA,Allen B Wilson Combustion Turbine Plant,6258,1A,,2013,"CAIRNOX, CAIRSO2",86,4,,Burke County,GA033,33,Electric Utility,33.138,-81.748,Georgia Power Company (Owner)|Southern Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1972-12-01,Operating,840,5A (60.5),60.5,0,25.3984771573604,74,1,295,374,2013-01-02,2023-11-29,0,,18.2773758369142,7.61611871689817,386.845177664975,2496,0,0,Low,3983,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1972,52
56908_1A,6258_1B,GA,Allen B Wilson Combustion Turbine Plant,6258,1B,,2013,"CAIRNOX, CAIRSO2",86,4,,Burke County,GA033,33,Electric Utility,33.138,-81.748,Georgia Power Company (Owner)|Southern Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1972-12-01,Operating,840,5B (60.5),60.5,0,28.0557029177719,75,1,279,358,2013-01-08,2023-09-28,0,,17.7526614351896,7.39742838233904,415.051724137931,2544,0,0,Low,3915,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1972,52
56908_1A,6258_1C,GA,Allen B Wilson Combustion Turbine Plant,6258,1C,,2013,"CAIRNOX, CAIRSO2",86,4,,Burke County,GA033,33,Electric Utility,33.138,-81.748,Georgia Power Company (Owner)|Southern Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-02-01,Operating,840,5C (60.5),60.5,0,25.6402266288952,66,1,268,335,2013-01-15,2023-12-28,0,,18.470909291791,7.69681803115678,394.663739376771,2472,0,0,Low,3999,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,6258_1D,GA,Allen B Wilson Combustion Turbine Plant,6258,1D,,2013,"CAIRNOX, CAIRSO2",86,4,,Burke County,GA033,33,Electric Utility,33.138,-81.748,Georgia Power Company (Owner)|Southern Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-02-01,Operating,840,5D (60.5),60.5,0,19.6578947368421,57,1,246,321,2013-01-23,2023-12-05,0,,20.9324260002975,8.72286181764093,342.904678362573,2472,1,0.040453074433657,Low,3968,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,6258_1E,GA,Allen B Wilson Combustion Turbine Plant,6258,1E,,2013,"CAIRNOX, CAIRSO2",86,4,,Burke County,GA033,33,Electric Utility,33.138,-81.748,Georgia Power Company (Owner)|Southern Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-04-01,Operating,840,5E (60.5),60.5,0,25.432664756447,62,1,263,336,2013-01-30,2023-12-12,0,,17.8584610184768,7.44169671022983,378.489971346705,2448,0,0,Low,3968,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,6258_1F,GA,Allen B Wilson Combustion Turbine Plant,6258,1F,,2013,"CAIRNOX, CAIRSO2",86,4,,Burke County,GA033,33,Electric Utility,33.138,-81.748,Georgia Power Company (Owner)|Southern Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-04-01,Operating,840,5F (60.5),60.5,0,28.1538461538462,70,1,281,336,2013-02-05,2023-12-20,0,,17.3782230317749,7.24172232341631,407.722507122507,2424,0,0,Low,3970,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,6650_CT01,MO,Mexico,6650,CT01,,2013,"CAIRNOX, CAIROS, CAIRSO2",601554,7,,Audrain County,MO007,7,Electric Utility,39.1481,-91.8306,Union Electric Company (Owner)|Union Electric Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1977-08-31,Operating,891,1 (69),69,0,36.7370517928287,71,0.761155378486056,232,249,2013-07-17,2023-12-12,0,,22.1528576076347,9.23059321114846,678.193227091634,1224,0,0,Low,3800,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,6651_CT01,MO,Moberly,6651,CT01,,2013,"CAIRNOX, CAIROS, CAIRSO2",601554,7,,Randolph County,MO175,175,Electric Utility,39.4244,-92.4837,Union Electric Company (Owner)|Union Electric Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1977-09-11,Operating,891,1 (69),69,0,31.79296875,70,0.6839453125,190,249,2013-05-20,2023-12-15,0,,23.0011549330385,9.58416267354712,609.3953125,1320,0,0,Low,3861,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,6652_CT01,MO,Moreau,6652,CT01,,2013,"CAIRNOX, CAIROS, CAIRSO2",601554,7,,Cole County,MO051,51,Electric Utility,38.5553,-92.102,Union Electric Company (Owner)|Union Electric Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1977-10-02,Operating,891,1 (69),69,0,42.9025270758123,72,0.84014440433213,250,276,2013-07-19,2023-11-30,0,,20.9378071356446,8.72426792325816,748.571480144404,1176,0,0,Low,3786,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,667_GT3,FL,Northside,667,GT3,,2013,"CAIRNOX, CAIROS, CAIRSO2",602915,4,,Duval County,FL031,31,Electric Utility,30.4172,-81.5525,JEA (Owner)|JEA (Operator),,,Combustion turbine,Diesel Oil,,,,,,1975-02-07,Operating,901,GT3 (62.1),62.1,0,10.2345679012346,61,0.332962962962963,252,318,2013-03-29,2016-12-29,0,,4.96182810615199,0.182651672721822,110.287830246914,3720,0,0,Low,1371,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,667_GT4,FL,Northside,667,GT4,,2013,"CAIRNOX, CAIROS, CAIRSO2",602915,4,,Duval County,FL031,31,Electric Utility,30.4172,-81.5525,JEA (Owner)|JEA (Operator),,,Combustion turbine,Diesel Oil,,,,,,1975-01-10,Operating,901,4 (62.1),62.1,0,8.62055335968379,56,0.371225296442688,187,252,2013-02-01,2016-12-29,0,,5.40941769830353,0.194502804466462,106.952739130435,3264,0,0,Low,1427,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,667_GT5,FL,Northside,667,GT5,,2013,"CAIRNOX, CAIROS, CAIRSO2",602915,4,,Duval County,FL031,31,Electric Utility,30.4172,-81.5525,JEA (Owner)|JEA (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-12-16,Operating,901,5 (62.1),62.1,0,8.0625,55,0.3778125,189,252,2013-01-26,2016-12-29,0,,5.43602374031008,0.179849208877562,105.696671875,3504,0,0,Low,1433,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,667_GT6,FL,Northside,667,GT6,,2013,"CAIRNOX, CAIROS, CAIRSO2",602915,4,,Duval County,FL031,31,Electric Utility,30.4172,-81.5525,JEA (Owner)|JEA (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-12-11,Operating,901,6 (62.1),62.1,0,7.46564885496183,56,0.350419847328244,184,253,2013-02-01,2016-12-29,0,,5.3911308793456,0.201643052822472,94.8493320610687,3144,0,0,Low,1427,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,6824_1,MN,St. Bonifacius Station,6824,1,,2015,"CSNOX, CSSO2G2",1976,5,MAPP,Carver County,MN019,19,Electric Utility,44.905,-93.821,Great River Energy (Owner)|Great River Energy (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-05-01,Operating,291.9,1 (61.2),61.2,0,2.7250172294969,32,0.345954514128187,1109,1313,2015-02-07,2023-12-22,0,,30.8737228123419,1.21446636317653,85.6751895244659,7728,13,0.168219461697723,Low,3240,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
